4,4
3,2
3,3
4,4
4,4
527,526
527,526
526,526
526,526
526,526
526,525
526,527
526,526
527,526
526,526
526,526
526,526
526,526
526,526
526,528
527,525
526,525
527,526
525,526
526,526
527,527
527,527
526,526
527,527
526,527
526,527
526,526
528,526
527,527
527,527
526,526
526,527
525,526
527,526
525,526
526,525
526,526
526,526
526,527
527,526
527,528
527,526
527,526
527,526
526,526
526,528
526,526
528,526
526,525
527,526
527,527
527,527
527,527
526,526
526,526
527,527
527,526
527,527
526,526
527,527
527,526
527,527
526,527
527,526
527,134
3,3
3,3
4,4
4,4
4,4
3,2
4,3
2,3
4,3
3,3
4,4
4,5
4,3
3,3
3,4
4,3
3,3
3,3
3,3
3,3
3,4
4,4
3,3
4,4
4,3
3,3
3,5
4,4
3,3
4,3
3,3
4,3
3,5
3,4
3,4
4,3
3,5
5,3
3,3
4,4
5,3
4,4
4,3
4,4
4,4
4,1
3,4
3,4
2,3
3,4
4,3
4,4
4,3
3,3
3,4
3,3
3,4
3,4
3,3
4,4
3,3
4,3
3,4
3,3
3,2
3,4
3,4
4,4
4,3
3,3
4,4
4,2
3,4
4,3
2,4
4,4
3,5
3,4
265,526
526,527
526,526
526,527
527,526
526,526
527,526
527,527
527,526
526,527
527,526
526,528
526,526
526,527
527,526
527,527
526,527
526,526
525,526
527,527
526,527
527,527
527,525
527,526
525,527
526,527
526,526
526,526
526,526
526,526
526,528
527,526
527,527
527,525
527,527
525,527
526,526
526,525
527,526
527,526
527,526
526,526
527,527
527,527
528,526
527,526
527,527
527,526
527,526
527,526
527,526
526,526
527,526
527,526
527,526
530,526
526,528
526,526
527,527
527,526
4,5
4,4
4,4
3,3
5,3
3,4
2,3
3,3
3,3
3,3
3,3
3,4
4,5
4,3
3,3
3,4
4,4
4,6
3,3
3,5
3,4
3,3
3,3
4,4
3,3
3,4
3,3
4,4
4,3
3,3
3,3
4,3
4,4
3,3
3,3
3,3
4,4
4,3
4,4
3,4
3,3
4,3
2,3
3,3
3,3
4,3
4,4
4,3
3,3
3,3
3,3
4,3
4,3
3,3
5,2
3,4
3,3
4,4
3,4
4,4
4,3
4,3
3,5
3,3
4,4
3,3
3,3
4,4
2,3
3,4
4,3
3,3
3,3
3,4
3,4
3,2
4,3
4,4
3,3
4,3
3,4
526,527
526,527
525,527
527,527
526,528
527,527
526,526
527,526
527,526
526,527
526,529
527,526
527,526
525,526
527,527
526,526
527,527
527,527
527,526
526,526
528,527
527,527
527,526
527,526
526,525
526,526
526,526
526,527
527,527
527,527
526,526
526,526
527,527
525,527
527,526
526,526
526,526
528,527
527,527
527,527
526,526
526,527
527,526
526,527
526,527
525,526
526,527
527,527
526,528
527,526
527,527
526,527
4,4
3,3
3,4
3,4
3,3
4,3
3,4
3,4
3,3
3,3
4,3
3,3
3,3
3,4
3,3
4,4
3,3
4,2
3,3
3,4
4,3
3,3
3,3
3,3
4,3
4,3
4,4
3,3
3,3
4,3
3,3
3,4
3,3
4,3
4,2
4,3
3,3
4,3
3,3
4,3
4,4
3,3
7,4
3,3
3,3
3,4
3,3
2,3
3,3
4,4
3,3
3,3
4,3
4,3
3,3
3,4
4,3
3,3
2,3
4,3
3,3
3,4
2,3
3,3
4,5
4,4
3,3
3,4
3,3
3,3
3,3
3,3
4,3
4,3
4,3
5,4
4,4
4,4
4,3
4,3
3,3
4,3
525,526
526,527
527,526
526,526
527,527
527,527
526,526
526,526
526,526
527,527
527,526
528,527
527,526
527,526
526,527
528,526
526,526
527,526
526,526
526,525
526,526
526,526
526,526
527,527
527,527
526,526
526,527
527,527
527,527
527,526
527,526
526,527
527,526
527,527
527,526
526,527
526,527
527,526
526,526
526,527
526,526
526,527
526,527
527,527
527,527
527,528
526,527
526,527
526,526
527,526
526,527
527,526
525,526
527,526
527,527
527,526
528,529
526,527
527,527
4,3
4,3
4,4
3,3
4,4
3,4
4,3
4,3
4,3
4,3
3,4
3,3
3,4
3,3
3,3
3,4
3,3
3,3
4,4
3,4
4,4
3,3
6,4
4,3
3,3
3,3
1,3
3,3
4,3
3,3
4,4
4,3
4,3
5,4
3,3
4,4
4,3
4,4
4,3
3,3
4,4
3,2
5,4
3,3
3,4
5,3
3,4
2,3
3,5
3,3
4,5
4,3
4,3
3,3
4,3
5,3
3,5
3,3
3,4
4,4
3,4
4,4
3,4
4,3
4,3
3,4
3,4
3,3
3,3
4,3
4,4
4,3
3,2
3,3
3,4
4,3
4,4
4,4
3,4
4,3
4,4
527,527
528,527
526,527
526,526
527,524
526,526
527,526
526,527
527,527
527,526
527,526
526,526
527,527
527,526
527,526
526,526
526,526
526,527
526,526
527,526
526,526
527,526
526,527
527,527
527,527
526,527
527,528
527,527
527,527
527,527
527,527
526,526
526,527
525,526
526,526
526,526
526,528
526,527
526,527
526,527
528,526
526,527
527,527
527,526
527,526
527,528
527,527
527,526
527,526
527,527
526,527
527,526
527,526
527,527
526,526
526,526
526,527
527,526
526,526
527,526
527,526
4,3
3,3
3,3
3,3
4,3
3,3
4,3
4,3
3,4
2,3
4,3
4,2
4,3
4,3
3,4
4,3
5,3
3,3
4,4
5,3
4,4
4,5
3,4
3,4
3,4
3,3
4,2
4,3
4,3
4,4
4,4
3,3
4,3
4,3
4,4
2,4
3,4
3,3
4,3
4,4
4,2
3,3
3,3
4,4
4,3
4,4
5,5
4,3
3,4
4,3
3,4
4,4
4,3
3,4
3,3
4,3
5,3
4,3
4,3
3,3
5,3
3,4
4,2
4,3
3,2
4,3
5,4
4,4
3,3
3,4
3,3
3,4
3,3
2,3
3,3
6,3
4,3
3,4
3,3
4,3
3,3
4,2
526,527
526,527
527,526
527,527
526,525
527,526
527,526
526,526
527,526
526,526
526,527
526,526
527,526
527,527
526,526
527,528
527,526
526,527
526,526
527,528
527,526
527,527
527,527
526,528
524,527
526,527
527,526
527,526
526,526
527,526
525,526
527,527
526,526
527,527
526,526
526,527
526,527
528,527
527,526
527,527
526,526
528,527
526,526
528,527
527,526
526,526
528,527
527,527
528,525
527,526
527,526
527,526
528,526
527,526
527,526
526,527
526,525
527,527
527,526
527,526
3,4
3,4
5,3
3,3
4,3
4,4
4,3
3,3
3,3
4,3
3,4
3,4
3,3
4,3
3,2
3,3
4,4
5,3
4,4
3,4
4,4
4,4
3,3
2,3
4,3
3,3
4,3
3,3
3,4
3,3
3,4
3,3
3,4
4,3
3,3
3,4
3,3
3,3
4,3
4,4
4,4
3,3
4,4
3,2
4,4
3,4
2,4
3,3
3,3
4,3
3,4
4,4
3,3
2,4
3,3
4,2
3,3
3,3
2,3
4,4
4,5
3,5
4,4
5,3
5,4
3,3
3,4
3,3
3,4
3,3
4,3
2,4
4,3
3,4
4,3
4,3
5,3
4,3
3,4
4,2
3,3
4,526
525,526
526,526
527,529
526,527
526,526
526,526
526,525
527,526
526,527
526,526
526,526
526,526
526,526
527,526
527,526
527,526
526,526
526,526
527,527
527,526
526,526
526,526
527,525
527,526
527,526
527,527
527,526
529,526
527,525
527,526
526,525
525,525
527,526
527,526
527,527
528,526
526,527
527,525
526,526
527,525
526,527
526,526
527,527
526,526
527,526
526,526
526,525
527,526
526,528
527,527
526,526
527,527
527,526
526,133
3,2
4,4
3,3
4,2
3,3
4,3
3,3
3,3
4,3
4,4
6,3
4,4
4,3
5,4
3,4
4,3
3,4
3,3
3,3
4,4
2,3
3,4
3,2
3,3
4,3
4,4
3,4
4,3
4,3
4,4
4,3
3,4
2,3
4,3
4,4
4,3
5,4
3,3
3,3
4,4
4,3
3,3
4,3
3,3
3,4
3,3
3,3
3,3
4,3
4,3
4,3
4,3
3,3
3,3
3,3
3,3
3,3
4,4
3,4
4,4
3,3
4,3
3,4
3,3
3,3
3,3
3,3
4,4
3,4
3,3
3,4
3,3
3,4
3,3
3,3
3,3
5,4
3,3
5,4
4,3
3,4
4,401
526,527
527,526
527,528
527,526
526,526
526,525
527,526
527,526
526,526
527,526
526,526
528,526
526,526
526,525
527,526
527,527
526,526
527,527
528,527
527,526
526,527
526,526
527,526
527,526
527,527
528,526
526,526
527,527
527,527
526,525
526,526
526,527
527,526
526,527
527,526
526,527
526,527
527,527
527,526
528,526
526,527
526,526
528,527
526,526
526,527
526,527
527,528
527,527
526,526
526,527
526,526
528,526
526,526
526,526
527,526
527,526
528,528
527,526
526,530
526,526
527,527
527,526
527,526
4,4
3,3
3,3
3,3
4,3
4,3
3,4
3,4
3,4
3,3
3,3
4,3
2,3
3,4
3,4
4,3
3,3
5,4
4,3
4,2
3,4
3,3
4,5
2,2
2,4
3,3
4,3
4,3
3,3
3,2
4,4
3,3
3,3
3,3
3,3
3,4
3,3
4,4
4,3
4,3
4,3
3,4
4,4
3,3
3,4
4,2
4,3
4,4
3,3
4,4
4,3
2,5
4,5
2,3
3,2
3,3
3,3
3,4
3,3
4,3
4,3
3,3
3,4
3,3
4,3
2,3
4,4
4,3
4,4
3,3
3,3
4,3
4,4
4,3
3,4
4,3
4,3
4,4
3,3
4,4
4,4
4,265
526,527
525,527
526,526
526,526
527,526
526,530
527,527
526,526
526,526
527,526
526,527
527,527
527,525
527,526
526,526
527,527
525,527
525,525
526,526
526,526
527,526
527,527
527,527
527,526
526,526
526,527
526,526
526,528
526,527
526,526
526,527
527,526
528,526
526,526
525,526
526,527
526,526
528,527
527,525
527,526
527,527
526,527
527,528
528,526
528,525
527,526
526,525
527,528
527,525
527,526
526,527
527,526
527,526
526,526
526,526
526,527
4,3
3,2
3,3
2,4
2,3
3,4
3,3
3,3
3,3
3,3
3,3
3,4
4,4
4,3
4,3
3,3
3,3
3,3
